Term	Language ID	Definition	External cross reference (definition)	Note (definition)	Note (Term)	Part of speech	Grammatical gender	Grammatical number	Pronunciation	Etymology	Orthographic variant	Acronym	Full form	Abbreviation	Derivative	Collocation	Synonym	Quasi synonym	Hypernym	Hyponym	Context	External cross reference (context)	Register	Common name	Scientific name	Domain	Subdomain	Sub-subdomain
SRGIAN (Systèmes de recherche et de gestion de l’information agricole nationale)	fr	Le système de recherche et de gestion de l’information agricole nationale permettra aux chercheurs et aux bibliothécaires d’accéder à un portail scientifique de données agricoles.	http://aims.fao.org/fr/news/syst-mes-de-recherche-et-de-gestion-de-l-information-agricole-nationale-srgian-un-exemple-r-uss	NA	NA	syntagme nominal	masculin	pluriel	\sistεm\; \ʀ ə ʃ ε ʀ ʃ\; \ʒ εstjɔ ̃\; \ε ̃fɔ ʀmasjɔ ̃\; \agʀikɔl\; \nasjɔnal\	xve siècle. Déverbal de rechercher; xve siècle. Emprunté du latin gestio, « action de gérer, exécution »; xiiie siècle, au sens d’« enquête faite en matière criminelle ». Dérivé d’informer; xive siècle, au sens de « cultivateur » ; xviiie siècle, au sens de « qui s’adonne à l’agriculture ». Emprunté du substantif latin agricola, « cultivateur »; xvie siècle. Dérivé de nation.	NA	SRGIAN	Systèmes de recherche et de gestion de l’information agricole nationale	NA	NA	mise au point d'un système de recherche et de gestion de l’information agricole nationale	réglementation de la production	NA	système informatif	NA	L’équipe SRGIAN a importé vers son centre de données environ 40 000 enregistrements XML du PA AGRIS qui n’étaient jusqu’alors accessibles que par l’interface de la base de données AGRIS. Ces données, constituées de tous les enregistrements indexés depuis les trente dernières années par EDICA, le Centre AGRIS du CAIRE, peuvent être aujourd’hui consultées en ligne. Pour effectuer des recherches et afficher les références bibliographiques, utilisez Internet Explorer.	http://aims.fao.org/fr/news/syst-mes-de-recherche-et-de-gestion-de-l-information-agricole-nationale-srgian-un-exemple-r-uss	spécialisé	SRGIAN (Systèmes de recherche et de gestion de l’information agricole nationale)	SRGIAN (Systèmes de recherche et de gestion de l’information agricole nationale)	œnologie	Législation	Législation nationale
tecnique de taille	fr	La vigne est une plante grimpante à croissance vigoureuse qui développe une végétation envahissante et des tiges très volubiles à vrilles qui ont besoin d'un support solide. Les techniques de taille vont influer directement sur la quantité et la qualité des raisins tout en facilitant leur récolte à l'automne. Outre la taille d'entretien de la vigne durant l'année, la taille de fructification de la vigne est une tâche obligatoire particulièrement technique.	https://jardinage.lemonde.fr/dossier-2655-taille-vigne.html	NA	pratique est un synonyme commun	syntagme nominal	feminin	singulier	\tεknik\; \taj\	Empr. au gr. τ ε χ ν ι κ ο ́ ς « qui concerne un art » dér. de τ ε χ ́ ν η « art manuel »; Déverbal de tailler	NA	NA	NA	NA	NA	technique de taille des rameaux	NA	pratique de taille	pratique	technique de taille Guyot; technique de taille en cordon horizontal	Les techniques de taille vont influer directement sur la quantité et la qualité des raisins tout en facilitant leur récolte à l'automne. Outre la taille d'entretien de la vigne durant l'année, la taille de fructification de la vigne est une tâche obligatoire particulièrement technique.	https://jardinage.lemonde.fr/dossier-2655-taille-vigne.html	spécialisé / non spécialisé	technique de taille	technique de taille	œnologie	Législation	Législation nationale
appellation	fr	L'appellation identifie les vins selon l'origine géographique de leur production.	https://www.linternaute.com/homme/art-de-vivre/1011553-appellation-cepage-domaine-quelles-differences/	NA	NA	substantif	feminin	singulier	\apεlasjɔ ̃\	fin xiie-début xiiies. « dénomination » 	NA	NA	NA	NA	NA	le label appellation	NA	NA	NA	AOC (appellation d'origine contrôlée); AOP (eppellation d'origine protégée)	L'appellation d'origine contrôlée (AOC) est un label permettant d'identifier un produit dont les étapes de fabrication (production et transformation) sont réalisées dans une même zone géographique et selon un savoir-faire reconnu. C'est la combinaison d'un milieu physique et biologique avec une communauté humaine traditionnelle qui fonde la spécificité d'un produit AOC, avec définition dans un cahier des charges.	https://fr.wikipedia.org/wiki/Appellation_d%27origine_contr%C3%B4l%C3%A9e	spécialisé / non spécialisé	appellation	appellation	œnologie	Législation	Législation nationale
condition de production	fr	Les conditions de production sont les réglements auxquels le vin de chacune des appellations contrôlées devra satisfaire.	https://maisons-champagne.com/fr/encyclopedies/histoire-du-champagne/deuxieme-partie-connaissance-du-champagne/chapitre-6-l-appellation-d-origine-controlee/article/la-definition-et-la-legislation-de-l-appellation	Définition modifiée pour mieux expliquer le terme par rapport au sousdomaine	NA	syntagme nominal	feminin	singulier	\kɔ ̃disjɔ ̃\; \pʀ ɔdyksjɔ ̃\	lat. conditio-onis; empr. au lat. médiév. jur. Productio	NA	NA	NA	NA	NA	compiler le conditions de production	NA	NA	réglementation	NA	Les conditions de production sont compilées dans le cahier des charges de l’appellation et les règles de contrôle dans le plan d’inspection.	https://maisons-champagne.com/fr/encyclopedies/histoire-du-champagne/deuxieme-partie-connaissance-du-champagne/chapitre-6-l-appellation-d-origine-controlee/article/la-definition-et-la-legislation-de-l-appellation	spécialisé / non spécialisé	condition de production	condition de production	œnologie	Législation	Législation nationale
chai	fr	Le chai est le lieu où se déroule la vinification. Il est aussi utilisé pour indiquer le lieu où sont conservés en tonneaux (tonnelets, fûts, barils, etc.) les vins ou les eaux-de-vie. On l’utilise même pour le lieu où sont emmagasinées des bouteilles de vin ou d’alcool.	https://fr.wikipedia.org/wiki/Chai_(viticulture)	NA	NA	substantif	masculin	singulier	\ʃ ε\	lat. caii « cancelli »	NA	NA	NA	NA	NA	types de chais; maître de chai	NA	lieu où se deroule la vinification	lieu	cave à vin; cellier	Des centaines de caveaux de dégustation existent dans chaque région d'appellation à partir des chais qui y consacrent une partie de leurs locaux. En France, une charte de qualité a été mise en place dans la vallée du Rhône pour l'ensemble des vignobles par Inter Rhône9. Elle propose trois catégories différentes d'accueil en fonction des prestations offertes par les caves.	https://fr.wikipedia.org/wiki/Chai_%28viticulture%29	spécialisé	chai	chai	œnologie	Législation	Législation nationale
standard de qualité minimale (SQM)	fr	En revanche, il existe un désaccord imporotant sur les issues d'une réglementation prenant la forme d'un standard de qualité minimale (SQM). L'introduction d'un SQM peut avoir différents effets: des effets positifs, tels que l'accroissement de la qualité la plus basse ainsi que de la concurrence, mais également des effets négatifs comme la diminution de la qualité moyenne ou encore la sortie du marché de certaines firmes.	https://ideas.repec.org/p/lvl/lagrcr/0304.html	NA	NA	syntagme nominal	feminin	singulier	\stɑ ̃da:ʀ\; \kalite\; \minimal\	empr. à l'angl. Standard; lat. Qualitas; lat. Minimus	NA	SQM	NA	NA	NA	la forme du standard	NA	NA	NA	NA	La littérature économique s'accorde pour dire que les qualités offertes sur un marché en concurrence imparfaite ne sont pas socialement optimales. En revanche, il existe un désaccord imporotant sur les issues d'une réglementation prenant la forme d'un standard de qualité minimale (SQM). 	https://ideas.repec.org/p/lvl/lagrcr/0304.html	non spécialisé	culture de la vigne	NA	œnologie	Législation	Législation nationale
STG (Specialité Traditionelle Garantie)	fr	La Spécialité traditionnelle garantie (STG) correspond à un produit dont les qualités spécifiques sont liées à une composition, des méthodes de fabrication ou de transformation fondées sur une tradition.	https://www.inao.gouv.fr/Les-signes-officiels-de-la-qualite-et-de-l-origine-SIQO/Specialite-traditionnelle-garantie-STG	NA	NA	syntagme nominal	feminin	singulier	\spesjalite\; \tʀadisjɔnεl\; \gaʀ ɑ ̃ti\	lat.specialitas; Dér. de tradition; Dér. de garant	NA	STG	Specialité Traditionnelle Garantie	NA	NA	les règles d’élaboration d’une STG	NA	NA	les signes officiels d'identification de la qualité et de l'origine	NA	La particularité de la Spécialité traditionnelle garantie se définit par deux éléments distincts et pourtant très liés : la spécificité et l’aspect traditionnel. La STG vise à définir la composition ou le mode de production traditionnel d’un produit, sans toutefois que celui-ci ne présente nécessairement de lien avec son origine géographique.	https://www.inao.gouv.fr/Les-signes-officiels-de-la-qualite-et-de-l-origine-SIQO/Specialite-traditionnelle-garantie-STG	spécialisé / non spécialisé	STG (Specialité Traditionnelle Garantie)	STG (Specialité Traditionnelle Garantie)	œnologie	Législation	Législation nationale
méthode culturale	fr	Les méthodes utilisées par le vituculteur pour cultiver la vigne.	https://fr.wikipedia.org/wiki/Viticulture#:~:text=La%20viticulture%20est%20l'activit%C3%A9,du%20genre%20Vitis%20d%C3%A9nomm%C3%A9s%20c%C3%A9pages.	Définition modifiée pour mieux expliquer le terme par rapport au sousdomaine	NA	syntagme nominal	feminin	singulier	\metɔd\; \kyltyʀal\	gr. μ ε ́ φ ο δ ο ς; Dér. de culture	NA	NA	NA	NA	méthodologie culturale	méthodes culturales pratuquées par un viticulteur	NA	pratique culturale	NA	rendement viticole; viticulture raisonnée; viticulture biologique; viticulture biodynamique.	Pratiquée par un viticulteur, la conduite d'un vignoble se projette sur une longue échéance en tenant compte de nombreux paramètres, notamment les influences du terroir viticole sur la vigne (édaphologie, orographie, climatologie...), les facteurs biotiques, la sélection par le pépiniériste viticole des cépages et porte-greffes correspondants ainsi que les méthodes culturales : rendement viticole (conduite de la vigne, taille de la vigne...), viticulture raisonnée, viticulture biologique, viticulture biodynamique	https://fr.wikipedia.org/wiki/Viticulture#M%C3%A9thodes_mixtes	spécialisé / non spécialisé	méthode culturale	méthode culturale	œnologie	Législation	Législation nationale
terroir viticole	fr	Un terroir viticole est un groupe de parcelles agricoles. Elles doivent se situer dans la même région, correspondre à même type de sol tant au point de vue géologique qu'orographique, avoir des conditions climatiques identiques, et ses vignes être conduites avec les mêmes techniques viticoles. Ces conditions, qui définissent un terroir, contribuent à donner un caractère unique, une « typicité » aux raisins récoltés, puis au vin qui en sera issu.	https://fr.wikipedia.org/wiki/Terroir_viticole	NA	NA	syntagme nominal	masculin	singulier	\tε ʀwa:ʀ\; \vitikɔl\	Du lat. pop. territorium ; du lat. vitis « vigne »	NA	NA	NA	NA	NA	spécificité d'un terroir viticole	NA	NA	NA	parcelle agricole	La spécificité d'un terroir viticole est tributaire de caractéristiques locales telles que la géomorphologie (pente et exposition), la proximité d’une rivière ou d’un plan d’eau qui vont agir pour créer des micro-climats. La qualité du vin, liée au choix des cépages, en dépend. Toute variation du climat a des répercussions sur les caractéristiques du vin et est le fondement même des grands ou des petits millésimes	https://fr.wikipedia.org/wiki/Terroir_viticole	spécialisé / non spécialisé	terroir viticole	terroir viticole	œnologie	Législation	Législation nationale
cantinier	fr	Le cantinier est une personne qui s'occupe d'une cantine.	https://www.larousse.fr/dictionnaires/francais/cantinier/12808	NA	NA	substantif	masculin	singulier	\kɑ ̃tinje\	Dér. de cantine	cantiner	NA	NA	NA	NA	le métier du cantinier	NA	viticulteur; vigneron	NA	NA	Le cantinier est d’abord celui qui porte la cantine (coffret), puis celui qui tient la cantine et vend boisson et nourriture, enfin celui qui s’occupe de la cantine (réfectoire). 	https://fr.wikipedia.org/wiki/Cantine#Chantiers	spécialisé / non spécialisé	cantinier	cantinier	œnologie	Législation	Législation nationale
titre alcoométrique minimum	fr	Le titre alcoométrique minimum un titre alcoométrique suffisant pour garantir leur bonne constitution.	https://maisons-champagne.com/fr/encyclopedies/histoire-du-champagne/deuxieme-partie-connaissance-du-champagne/chapitre-6-l-appellation-d-origine-controlee/article/la-definition-et-la-legislation-de-l-appellation	NA	NA	syntagme nominal	masculin	singulier	\titʀ ̭\; \alkɔmεtʀ ̥\; \minimɔm\	Empr. au lat.titulus; Dér. Alcoométrie; Empr. au lat. Minimum	NA	NA	NA	NA	NA	fixation du titre	NA	NA	degré d'alcol	NA	Dans la pratique, l’ I.N.A.O., depuis 1979, fixe chaque année avant les vendanges deux limites, la richesse minimum en sucre des vendanges, exprimée en grammes de sucre par litre de moût provenant d’un lot unitaire de vendanges (par exemple la charge du pressoir), et le titre alcoométrique naturel minimum des moûts, correspondant au titre moyen des moûts d’une même exploitation. Le titre alcoométrique naturel minimum ne peut être inférieur à celui des AOP, de la zone B, fixé généralement à 7,5 %.	https://maisons-champagne.com/fr/encyclopedies/histoire-du-champagne/deuxieme-partie-connaissance-du-champagne/chapitre-6-l-appellation-d-origine-controlee/article/la-definition-et-la-legislation-de-l-appellation	spécialisé	titre alcoométrique minimum	titre alcoométrique minimum	œnologie	Législation	Législation nationale
TAVP (titre alcoométrique volumique potentiel)	fr	Le titre alcoométrique volumique potentiel (ou TAVP) est le titre alcoométrique volumique calculé à partir du taux de sucre, à partir du facteur de conversion théorique de la fermentation alcoolique par les levures.	https://wikimonde.com/article/Titre_alcoom%C3%A9trique_volumique_potentiel	NA	Souvent utilisé comme synonyme de titre alcoométrique volumique probable	syntagme nominal	masculin	singulier	\titʀ ̭\; \alkɔmεtʀ ̥\; \pɔtɑ ̃sjεl\; \vɔlymik\;	Empr. au lat.titulus; Dér. Alcoométrie;  de volume; Empr. au lat. Potentialis	NA	NA	NA	NA	NA	augmenter le titre	NA	NA	degré d'alcol	NA	Le TAVP est une unité de mesure utilisée lors de l'analyses des raisins, pour estimer la maturité et la date de vendange, ou pour le contrôle des moûts. Il permet de connaître à l'avance le futur degré d'un vin.	https://wikimonde.com/article/Titre_alcoom%C3%A9trique_volumique_potentiel	spécialisé	TAVP (titre alcoométrique volumique potentiel)	TAVP (titre alcoométrique volumique potentiel)	œnologie	Législation	Législation nationale
titre alcoométrique volumique naturel minimum	fr	Le titre alcoométrique volumique naturel minimum ou degré d’alcool en puissance estimé à partir de la richesse en sucres de la vendange exprimé en % vol. correspond à la quantité d'alcool potentiel que doit atteindre le raisin après vendange présent dans le contenant de vinification (cuve de vinification) avant enrichissement en sucre pour pouvoir bénéficier d'un label particulier.	http://www.vinsvignesvignerons.com/Lexique/Titre-alcoometrique-volumique-naturel-minimum	NA	NA	syntagme nominal	masculin	singulier	\titʀ ̭\; \alkɔmεtʀ ̥\; \natyʀ εl\; \vɔlymik\; \minimɔm\	Empr. au lat.titulus; Dér. Alcoométrie; Empr. au lat. Minimum; Empr. au lat. Naturalis; de volume;	NA	NA	NA	NA	NA	rehausser le titre	NA	titre alcoométrique volumique probable	degré d'alcol	NA	Le titre alcoométrique volumique naturel est parfois désigné soit par l'un des termes suivants: Titre alcoométrique volumique probable ou Titre alcoométrique volumique potentiel, soit par le symbole: TAVP	http://www.vinsvignesvignerons.com/Lexique/Titre-alcoometrique-volumique-naturel-minimum	spécialisé	titre alcoométrique volumique naturel minimum	titre alcoométrique volumique naturel minimum	œnologie	Législation	Législation nationale
